typo,id_station,lat,lon,code_insee,code_postal
station meteo,000HR,47.33393,-1.05631,49244,49110
station meteo,000DP,43.1998,2.14122,11254,11290
station meteo,000DQ,43.24518,2.89443,11360,11120
station meteo,000DR,46.139,1.91517,23193,23000
station meteo,000DS,46.28688,2.65869,03195,03310
station meteo,000DV,45.66317,5.07987,38184,38540
station meteo,000DX,45.27013,4.56832,42028,42220
station meteo,000DZ,45.00135,-1.19415,33214,33680
station meteo,000EB,47.99616,0.81024,72366,72320
station meteo,000EC,50.33333,1.55,80333,80120
station meteo,000ED,47.0599796,6.4266186,25025,25520
station meteo,000EF,43.17403,6.52715,83036,83240
station meteo,000EH,43.9619095,6.665225,04008,04240
station meteo,000EG,44.9167,0.0311,33499,33350
station meteo,000EP,45.6125,5.14558,38553,38090
station meteo,000EI,46.724861,4.861906,71444,71240
station meteo,000EK,48.35845,2.12349,91533,91690
station meteo,000II,48.37163,6.08252,88066,88500
station meteo,000EL,49.795552,1.049089,76485,76730
station meteo,000ET,45.23226,4.40376,43163,43220
station meteo,000EN,42.41383,1.98192,66130,66340
station meteo,000EQ,43.18333,2.93333,11255,11100
station meteo,000EU,45.21676,4.71252,07337,07430
station meteo,000EV,44.63177,-1.02155,33527,33470
station meteo,000EW,48.847734,2.408503,75056,75001
station meteo,000EX,39.55,-8.97,nan,nan
station meteo,000FA,50.665953,4.490106,nan,nan
station meteo,000OT,48.37875,-2.97025,22276,22800
station meteo,000FB,46.68333,0.25,86177,86170
station meteo,000FC,47.8282,6.95186,68275,68290
station meteo,000FD,46.592749,6.090781,25121,25240
station meteo,000FE,44.16667,6.35,04097,04000
station meteo,000FG,45.41808,4.68248,42168,42410
station meteo,000FI,45.95885,5.3432,01004,01500
station meteo,000FK,44.34736,4.07408,07148,07140
station meteo,000FL,46.69523,-0.70095,85264,85120
station meteo,000FM,48.67324,1.97422,78128,78720
station meteo,000FN,48.35838,-2.52348,22296,22510
station meteo,000FO,43.39139,3.49944,34207,34810
station meteo,000FP,45.43078,1.30201,19254,19230
