CodeCommune;NomCommune;Montagne;ZoneDefavoriseeSimple;ZoneHandicapSpecifique
65421;SERE-LANSO;M;;
65422;SERON;;ZDS;
65423;SERE-RUSTAING;;ZDS;
65424;SERS;M;;
65426;SINZOS;;ZDS;
65427;SIRADAN;M;;
65428;SIREIX;M;;
65429;SOMBRUN;;ZDS;
65430;SOREAC;;ZDS;
65431;SOST;M;;
65432;SOUBLECAUSE;;ZDS;
65435;SOULOM;M;;
65436;SOUYEAUX;;ZDS;
65437;TAJAN;;ZDS;
65439;TARASTEIX;;ZDS;
65441;THEBE;M;;
65442;THERMES-MAGNOAC;;ZDS;
65443;THUY;;ZDS;
65444;TIBIRAN-JAUNAC;M;;
65445;TILHOUSE;M;;
65447;TOURNAY;;ZDS;
65448;TOURNOUS-DARRE;;ZDS;
65449;TOURNOUS-DEVANT;;ZDS;
65450;TRAMEZAIGUES;M;;
65451;TREBONS;M;;
65452;TRIE-SUR-BAISE;;ZDS;
65453;TROUBAT;M;;
65454;TROULEY-LABARTHE;;ZDS;
65455;TUZAGUET;;ZDS;
65456;UGLAS;;ZDS;
65458;UZ;M;;
65459;UZER;M;;
65461;VIDOU;;ZDS;
65462;VIDOUZE;;ZDS;
65463;VIELLA;M;;
65465;VIELLE-AURE;M;;
65466;VIELLE-LOURON;M;;
65467;VIER-BORDES;M;;
65468;VIEUZOS;;ZDS;
65469;VIEY;M;;
65470;VIGER;M;;
65471;VIGNEC;M;;
65472;VILLEFRANQUE;;ZDS;
65473;VILLELONGUE;M;;
65474;VILLEMBITS;;ZDS;
65475;VILLEMUR;;ZDS;
65476;VILLENAVE-PRES-BEARN;;ZDS;
65478;VISCOS;M;;
65479;VISKER;;ZDS;
65481;BAREGES;M;;
65482;CANTAOUS;;ZDS;
66001;L'ALBERE;M;;
66003;AMELIE-LES-BAINS-PALALDA (EX MONTALBA-D'AMELIE);M;;
66004;LES ANGLES;M;;
66005;ANGOUSTRINE-VILLENEUVE-DES-ESCALDES;M;;
66006;ANSIGNAN;M;;
66007;ARBOUSSOLS;M;;
66008;ARGELES-SUR-MER;M;;
66009;ARLES-SUR-TECH;M;;
66010;AYGUATEBIA-TALAU;M;;
66013;BAILLESTAVY;M;;
66016;BANYULS-SUR-MER;M;;
66018;LA BASTIDE;M;;
66019;BELESTA;;ZDS;
66020;BOLQUERE;M;;
66022;BOULE-D'AMONT;M;;
66025;BOURG-MADAME;M;;
66027;LA CABANASSE;M;;
66029;CAIXAS;M;;
66032;CALMEILLES;M;;
66034;CAMPOME;M;;
66035;CAMPOUSSY;M;;
66036;CANAVEILLES;M;;
66039;CARAMANY;M;;
66040;CASEFABRE;M;;
66041;CASES-DE-PENE;;ZDS;
66042;CASSAGNES;;ZDS;
66043;CASTEIL;M;;
66045;CATLLAR;M;;
66046;CAUDIES-DE-FENOUILLEDES;M;;
66047;CAUDIES-DE-CONFLENT (DE-MONT-LOUIS);M;;
66048;CERBERE;M;;
66049;CERET;M;;
66051;CLARA;M;;
66052;CODALET;;;ZHS
66053;COLLIOURE;M;;
66054;CONAT;M;;
66057;CORNEILLA-DE-CONFLENT;M;;
66060;CORSAVY;M;;
66061;COUSTOUGES;M;;
66062;DORRES;M;;
66063;LES CLUSES;M;;
66064;EGAT;M;;
66066;ENVEITG;M;;
66067;ERR;M;;
66068;ESCARO;M;;
66070;ESPIRA-DE-CONFLENT;;;ZHS
66072;ESTAVAR;M;;
66073;ESTOHER;M;;
66074;EUS;M;;
66075;EYNE;M;;
66076;FELLUNS;M;;
66077;FENOUILLET;M;;
66078;FILLOLS;M;;
66079;FINESTRET;;;ZHS
66080;FONTPEDROUSE;M;;
66081;FONTRABIOUSE;M;;
66082;FORMIGUERES;M;;
66083;FOSSE;M;;
66084;FOURQUES;;;ZHS
66085;FUILLA;M;;
66086;GLORIANES;M;;
66089;JOCH;;;ZHS
66090;JUJOLS;M;;
66091;LAMANERE;M;;
66092;LANSAC;;ZDS;
66093;LAROQUE-DES-ALBERES;M;;
66095;LATOUR-DE-CAROL;M;;
66097;LESQUERDE;;ZDS;
66098;LA LLAGONNE;M;;
66099;LLAURO;M;;
66100;LLO;M;;
66102;MANTET;M;;
66103;MARQUIXANES;;;ZHS
66104;LOS MASOS;;;ZHS
66105;MATEMALE;M;;
66106;MAUREILLAS-LAS-ILLAS;M;;
66107;MAURY;;ZDS;
66109;MOLITG-LES-BAINS (commune de MOLITG);M;;
66111;MONTALBA-LE-CHATEAU;;;ZHS
66112;MONTAURIOL;;ZDS;
66113;MONTBOLO;M;;
66116;MONTFERRER;M;;
66117;MONT-LOUIS;M;;
66119;MOSSET;M;;
66120;NAHUJA;M;;
66122;NOHEDES;M;;
66123;NYER;M;;
66124;FONT-ROMEU-ODEILLO-VIA;M;;
66125;OLETTE;M;;
66126;OMS;M;;
66127;OPOUL-PERILLOS;;ZDS;
66128;OREILLA;M;;
66130;OSSEJA;M;;
66132;PALAU-DE-CERDAGNE;M;;
66134;PASSA ;;;ZHS
66137;LE PERTHUS;M;;
66139;PEZILLA-DE-CONFLENT;M;;
66142;PLANES;M;;
66143;PLANEZES;;ZDS;
66146;PORTA;M;;
66147;PORTE-(PUYMORENS);M;;
66148;PORT-VENDRES;M;;
66149;PRADES;;;ZHS
66150;PRATS-DE-MOLLO-LA-PRESTE;M;;
66151;PRATS-DE-SOURNIA;M;;
66152;PRUGNANES;M;;
66153;PRUNET-ET-BELPUIG;M;;
66154;PUYVALADOR;M;;
66155;PY;M;;
66156;RABOUILLET;M;;
66157;RAILLEU;M;;
66158;RASIGUERES;;ZDS;
66159;REAL;M;;
66160;REYNES;M;;
66161;RIA-(SIRACH);M;;
66162;RIGARDA;;;ZHS
66165;RODES;;;ZHS
66166;SAHORRE;M;;
66167;SAILLAGOUSE;M;;
66169;SAINT-ARNAC;;ZDS;
66179;SAINT-LAURENT-DE-CERDANS;M;;
66181;SAINTE-LEOCADIE;M;;
66183;SAINT-MARSAL;M;;
66184;SAINT-MARTIN;M;;
66187;SAINT-PAUL-DE-FENOUILLET;;ZDS;
66188;SAINT-PIERRE-DELS-FORCATS;M;;
66191;SANSA;M;;
66192;SAUTO;M;;
66193;SERDINYA;M;;
66194;SERRALONGUE;M;;
66196;SOREDE;M;;
66197;SOUANYAS;M;;
66198;SOURNIA;M;;
66199;TAILLET;M;;
66201;TARERACH;M;;
66202;TARGASSONNE;M;;
66203;TAULIS;M;;
66204;TAURINYA;M;;
66205;TAUTAVEL;;ZDS;
66206;LE TECH;M;;
66209;THUES-ENTRE-VALLS;M;;
66211;TORDERES;;;ZHS
66215;TREVILLACH;M;;
66216;TRILLA;M;;
66218;UR;M;;
66219;URBANYA;M;;
66220;VALCEBOLLERE;M;;
66221;VALMANYA;M;;
66222;VERNET-LES-BAINS;M;;
66223;VILLEFRANCHE-DE-CONFLENT;M;;
66230;VINCA;;;ZHS
66231;VINGRAU;;ZDS;
66232;VIRA;M;;
66233;VIVES;;ZDS;
66234;LE VIVIER;M;;
67002;ADAMSWILLER;;;ZHS
67003;ALBE;M;;
67009;ALTWILLER;;;ZHS
67013;ASSWILLER;;;ZHS
67017;BAERENDORF;;;ZHS
67020;BAREMBACH;M;;
67022;BASSEMBERG;M;;
67026;BELLEFOSSE;M;;
67027;BELMONT;M;;
67029;BERG;;;ZHS
67036;BETTWILLER;;;ZHS
67047;BISSERT;;;ZHS
67050;BLANCHERUPT;M;;
67059;BOURG-BRUCHE;M;;
67062;BREITENAU;M;;
67063;BREITENBACH;M;;
67066;LA BROQUE;M;;
67070;BURBACH;;;ZHS
67071;BUST;;;ZHS
67072;BUTTEN;;;ZHS
67075;CLIMBACH;;;ZHS
67076;COLROY-LA-ROCHE;M;;
67083;DAMBACH;;;ZHS
67088;DEHLINGEN;;;ZHS
67091;DIEDENDORF;;;ZHS
67095;DIEMERINGEN;;;ZHS
67099;DOMFESSEL;;;ZHS
67105;DRULINGEN;;;ZHS
67111;DURSTEL;;;ZHS
67122;WANGENBOURG-ENGENTHAL;M;;
67126;ERCKARTSWILLER;;;ZHS
67133;ESCHBOURG;;;ZHS
67134;ESCHWILLER;;;ZHS
67136;EYWILLER;;;ZHS
67143;FOUCHY;M;;
67144;FOUDAY;M;;
67148;FROHMUHL;;;ZHS
67159;GOERLINGEN;;;ZHS
67165;GRANDFONTAINE;M;;
67167;GRENDELBRUCH;M;;
67178;GUNGWILLER;;;ZHS
67179;HAEGEN;M;;
67183;HARSKIRCHEN;;;ZHS
67198;HINSBOURG;;;ZHS
67199;HINSINGEN;;;ZHS
67201;HIRSCHLAND;;;ZHS
67210;LE HOHWALD;M;;
67241;KIRRBERG;;;ZHS
67255;LALAYE;M;;
67259;LANGENSOULTZBACH;;;ZHS
67263;LEMBACH -(MATTSTALL);;;ZHS
67265;LICHTENBERG;;;ZHS
67273;LOHR;;;ZHS
67274;LORENTZEN;;;ZHS
67276;LUTZELHOUSE;M;;
67278;MACKWILLER;;;ZHS
67280;MAISONSGOUTTE;M;;
67299;MOLLKIRCH;M;;
67306;MUHLBACH-SUR-BRUCHE;M;;
67314;NATZWILLER;M;;
67321;NEUVILLER-LA-ROCHE;M;;
67334;NIEDERSTEINBACH;;;ZHS
67342;OBERHASLACH;M;;
67353;OBERSTEINBACH;;;ZHS
67369;OTTWILLER;;;ZHS
67370;PETERSBACH;;;ZHS
67371;LA PETITE-PIERRE;;;ZHS
67373;PFALZWEYER;;;ZHS
67377;PLAINE;M;;
67381;PUBERG;;;ZHS
67384;RANRUPT;M;;
67385;RATZWILLER;;;ZHS
67386;RAUWILLER;;;ZHS
67391;REINHARDSMUNSTER;M;;
67392;REIPERTSWILLER;;;ZHS
67396;REXINGEN;;;ZHS
67401;RIMSDORF;;;ZHS
67413;ROSTEIG;;;ZHS
67414;ROTHAU;M;;
67420;RUSS;M;;
67421;SAALES;M;;
67424;SAINT-BLAISE-LA-ROCHE;M;;
67426;SAINT-MARTIN;M;;
67436;SAULXURES;M;;
67448;SCHIRMECK;M;;
67454;SCHOENBOURG;;;ZHS
67456;SCHOPPERTEN;;;ZHS
67467;SIEWILLER;;;ZHS
67470;SOLBACH;M;;
67475;SPARSBACH;;;ZHS
67477;STEIGE;M;;
67483;STRUTH;;;ZHS
67488;THAL-DRULINGEN;;;ZHS
67491;TIEFFENBACH;;;ZHS
67499;URBEIS;M;;
67500;URMATT;M;;
67508;VOELLERDINGEN;;;ZHS
67509;VOLKSBERG;;;ZHS
67513;WALDERSBACH;M;;
67514;WALDHAMBACH;;;ZHS
67522;WEISLINGEN;;;ZHS
67524;WEITERSWILLER;;;ZHS
67528;WEYER;;;ZHS
67531;WILDERSBACH;M;;
67535;WIMMENAU;;;ZHS
67536;WINDSTEIN;;;ZHS
67537;WINGEN;;;ZHS
67538;WINGEN-SUR-MODER;;;ZHS
67543;WISCHES;M;;
67552;WOLFSKIRCHEN;;;ZHS
67559;ZITTERSHEIM;;;ZHS
68014;AUBURE;M;;
68025;BENDORF;M;;
68035;BIEDERTHAL;M;;
68040;BITSCHWILLER-LES-THANN;M;;
68044;LE BONHOMME;M;;
68045;BOURBACH-LE-BAS;M;;
68046;BOURBACH-LE-HAUT;M;;
68049;BOUXWILLER;M;;
68051;BREITENBACH-HAUT-RHIN;M;;
68058;BUHL;M;;
68067;COURTAVON;M;;
68073;DOLLEREN;M;;
68074;DURLINSDORF;M;;
68078;EGUISHEIM;M;;
68083;ESCHBACH-AU-VAL;M;;
68089;FELLERING;M;;
68090;FERRETTE;M;;
68092;FISLIS;M;;
68097;FRELAND;M;;
68102;GEISHOUSE;M;;
68106;GOLDBACH-ALTENBACH;M;;
68109;GRIESBACH-AU-VAL;M;;
68111;GUEBERSCHWIHR;M;;
68112;GUEBWILLER;M;;
68117;GUNSBACH;M;;
68122;HARTMANNSWILLER;M;;
68123;HATTSTATT;M;;
68142;HOHROD;M;;
68150;HUSSEREN-LES-CHATEAUX;M;;
68151;HUSSEREN-WESSERLING;M;;
68162;KAYSERSBERG-VIGNOBLE;M;;
68165;KIFFIS;M;;
68167;KIRCHBERG;M;;
68169;KOESTLACH;M;;
68171;KRUTH;M;;
68173;LABAROCHE;M;;
68175;LAPOUTROIE;M;;
68177;LAUTENBACH;M;;
68178;LAUTENBACHZELL;M;;
68179;LAUW;;;ZHS
68180;LEIMBACH;;;ZHS
68181;LEVONCOURT;M;;
68182;LEYMEN;M;;
68184;LIEBSDORF;M;;
68185;LIEPVRE;M;;
68186;LIGSDORF;M;;
68188;LINTHAL;M;;
68190;LUCELLE;M;;
68193;LUTTENBACH-PRES-MUNSTER;M;;
68194;LUTTER;M;;
68199;MALMERSPACH;M;;
68201;MASEVAUX-NIEDERBRUCK;M;;
68204;METZERAL;M;;
68210;MITTLACH;M;;
68211;MITZACH;M;;
68212;MOERNACH;M;;
68213;MOLLAU;M;;
68217;MOOSCH;M;;
68223;MUHLBACH-SUR-MUNSTER;M;;
68226;MUNSTER;M;;
68229;MURBACH;M;;
68239;OBERBRUCK;M;;
68243;OBERLARG;M;;
68247;ODEREN;M;;
68248;OLTINGUE;M;;
68249;ORBEY;M;;
68251;OSENBACH;M;;
68255;PFAFFENHEIM;M;;
68259;RAEDERSDORF;M;;
68261;RAMMERSMATT;M;;
68262;RANSPACH;M;;
68269;RIBEAUVILLE;M;;
68274;RIMBACH-PRES-GUEBWILLER;M;;
68275;RIMBACH-PRES-MASEVAUX;M;;
68276;RIMBACHZELL;M;;
68279;RODEREN;;;ZHS
68283;ROMBACH-LE-FRANC;M;;
68287;ROUFFACH;M;;
68292;SAINT-AMARIN;M;;
68294;SAINTE-CROIX-AUX-MINES;M;;
68298;SAINTE-MARIE-AUX-MINES;M;;
68307;SEWEN;M;;
68308;SICKERT;M;;
68311;SONDERNACH;M;;
68312;SONDERSDORF;M;;
68315;SOULTZ-(HAUT-RHIN) ;M;;
68316;SOULTZBACH-LES-BAINS;M;;
68317;SOULTZEREN;M;;
68318;SOULTZMATT;M;;
68328;STORCKENSOHN;M;;
68329;STOSSWIHR;M;;
68334;THANN;M;;
68335;THANNENKIRCH;M;;
68338;TURCKHEIM;M;;
68344;URBES;M;;
68347;VIEUX-FERRETTE;M;;
68350;VOEGTLINSHOFFEN;M;;
68354;WALBACH;M;;
68358;WASSERBOURG;M;;
68359;WATTWILLER;M;;
68361;WEGSCHEID;M;;
68365;WETTOLSHEIM;M;;
68368;WIHR-AU-VAL;M;;
68370;WILDENSTEIN;M;;
68372;WILLER-SUR-THUR;M;;
68373;WINKEL;M;;
68374;WINTZENHEIM;M;;
68380;WOLSCHWILLER;M;;
68385;ZIMMERBACH;M;;
69001;AFFOUX;M;;
69002;AIGUEPERSE;M;;
69003;ALBIGNY-SUR-SAONE;M;;
69006;AMPLEPUIS;M;;
69007;AMPUIS;;;ZHS
69008;ANCY;M;;
69010;L'ARBRESLE;;ZDS;
69012;LES ARDILLATS;M;;
69014;AVEIZE;M;;
69015;AVENAS;M;;
69016;AZOLETTE;M;;
69018;BEAUJEU;M;;
69021;BESSENAY;M;;
69022;BIBOST;M;;
69023;BLACE;M;;
69024;VAL-D'OINGT;M;;
69030;BRULLIOLES;M;;
69031;BRUSSIEU;M;;
69032;BULLY;;ZDS;
69035;CENVES;M;;
69037;CHAMBOST-ALLIERES;M;;
69038;CHAMBOST-LONGESSAIGNE;M;;
69039;CHAMELET;M;;
69042;LA CHAPELLE-SUR-COISE;M;;
69048;CHASSAGNY;;ZDS;
69051;CHAUSSAN;M;ZDS;
69054;CHENELETTE (-POULE);M;;
69057;CHEVINAY;M;;
69058;CHIROUBLES;M;;
69060;CLAVEISOLLES;M;;
69061;COGNY;M;;
69062;COISE;M;;
69064;CONDRIEU;;;ZHS
69066;COURS;M;;
69067;COURZIEU;M;;
69068;COUZON-AU-MONT-D'OR;M;;
69070;CUBLIZE;M;;
69071;CURIS-AU-MONT-D'OR;M;;
69072;DARDILLY;;ZDS;
69073;DAREIZE;M;ZDS;
69075;DIEME;M;;
69076;DOMMARTIN;;ZDS;
69078;DUERNE;M;;
69080;ECHALAS;;ZDS;
69082;EMERINGES;M;;
69083;EVEUX;;ZDS;
69084;FLEURIE;M;;
69086;FLEURIEUX-SUR-L'ARBRESLE;;ZDS;
69091;GIVORS;;;ZHS
69093;GRANDRIS;M;;
69095;GREZIEU-LE-MARCHE;M;;
69097;LES HAIES;;ZDS;
69098;LES HALLES;M;;
69099;HAUTE-RIVOIRE;M;;
69102;JOUX;M;;
69103;JULIENAS;M;;
69104;JULLIE;M;;
69107;LAMURE-SUR-AZERGUES;M;;
69109;LANTIGNIE;M;;
69110;LARAJASSE;M;;
69112;LENTILLY;;ZDS;
69113;LETRA;M;;
69116;LIMONEST;M;;
69118;LOIRE-SUR-RHONE;;;ZHS
69119;LONGES;M;ZDS;
69120;LONGESSAIGNE;M;;
69124;MARCHAMPT;M;;
69130;MEAUX-LA-MONTAGNE;M;;
69132;MEYS;M;;
69135;MONSOLS;M;;
69136;MONTAGNY;;;ZHS
69137;MONTMELAS-SAINT-SORLIN;M;;
69138;MONTROMANT;M;;
69139;MONTROTTIER;M;;
69147;LES OLMES;;ZDS;
69150;OUROUX;M;;
69151;LE PERREON;M;;
69153;POLEYMIEUX-AU-MONT-D'OR;M;;
69154;POLLIONNAY;M;ZDS;
69155;POMEYS;M;;
69157;PONTCHARRA-SUR-TURDINE;M;ZDS;
69160;POULE-LES-ECHARMEAUX;M;;
69161;PROPIERES;M;;
69162;QUINCIE-EN-BEAUJOLAIS;M;;
69164;RANCHAL;M;;
69165;REGNIE-DURETTE;M;;
69166;RIVERIE;M;;
69167;RIVOLET;M;;
69169;RONNO;M;;
69170;RONTALON;M;ZDS;
69171;SAIN-BEL;;ZDS;
69172;SALLES-ARBUISSONAS-EN-BEAUJOLAIS;M;;
69173;SARCEY;;ZDS;
69174;LES SAUVAGES;M;;
69175;SAVIGNY;M;ZDS;
69177;SOURCIEUX-LES-MINES;M;;
69178;SOUZY;M;;
69179;SAINT-ANDEOL-LE-CHATEAU;;ZDS;
69180;SAINT-ANDRE-LA-COTE;M;;
69181;SAINT-APPOLINAIRE;M;;
69182;SAINT-BONNET-DES-BRUYERES;M;;
69183;SAINT-BONNET-LE-TRONCY;M;;
69184;SAINTE-CATHERINE;M;;
69185;SAINT-CHRISTOPHE;M;;
69186;SAINT-CLEMENT-DE-VERS;M;;
69187;SAINT-CLEMENT-LES-PLACES;M;;
69188;SAINT-CLEMENT-SUR-VALSONNE;M;;
69189;SAINTE-COLOMBE (-LES-VIENNE);;;ZHS
69191;SAINT-CYR-AU-MONT-D'OR;M;;
69192;SAINT-CYR-LE-CHATOUX;M;;
69193;SAINT-CYR-SUR-LE-RHONE;;;ZHS
69194;SAINT-DIDIER-AU-MONT-D'OR;M;;
69196;SAINT-DIDIER-SUR-BEAUJEU;M;;
69198;SAINT-ETIENNE-LA-VARENNE;M;;
69200;SAINT-FORGEUX;M;;
69201;SAINTE-FOY-L'ARGENTIERE;M;;
69203;SAINT-GENIS-L'ARGENTIERE;M;;
69207;SAINT-GERMAIN-AU-MONT-D'OR;M;;
69208;SAINT-GERMAIN-NUELLES;;ZDS;
69209;SAINT-IGNY-DE-VERS;M;;
69210;SAINT-JACQUES-DES-ARRETS;M;;
69213;SAINT-JEAN-DE-TOUSLAS;;ZDS;
69214;SAINT-JEAN-LA-BUSSIERE;M;;
69216;SAINT-JULIEN-SUR-BIBOST;M;;
69217;SAINT-JUST-D'AVRAY;M;;
69220;SAINT-LAURENT-DE-CHAMOUSSET;M;;
69223;SAINT-LOUP;M;ZDS;
69224;SAINT-MAMERT;M;;
69225;SAINT-MARCEL-L'ECLAIRE;M;;
69227;SAINT-MARTIN-EN-HAUT;M;;
69228;CHABANIERE;M;ZDS;
69229;SAINT-NIZIER-D'AZERGUES;M;;
69230;SAINTE-PAULE;M;;
69231;SAINT-PIERRE-LA-PALUD;M;;
69233;SAINT-ROMAIN-AU-MONT-D'OR;M;;
69234;SAINT-ROMAIN-DE-POPEY;M;ZDS;
69235;SAINT-ROMAIN-EN-GAL;;;ZHS
69236;SAINT-ROMAIN-EN-GIER;;ZDS;
69238;SAINT-SYMPHORIEN-SUR-COISE;M;;
69239;SAINT-VERAND;M;;
69240;SAINT-VINCENT-DE-REINS;M;;
69243;TARARE;M;;
69245;TERNAND;M;;
69246;THEIZE;M;;
69248;THIZY-LES-BOURGS;M;;
69249;THURINS;M;ZDS;
69250;LA TOUR-DE-SALVAGNY;;ZDS;
69251;TRADES;M;;
69252;TREVES;;ZDS;
69253;TUPIN-ET-SEMONS;;;ZHS
69254;VALSONNE;M;;
69255;VAUGNERAY;M;ZDS;
69257;VAUX-EN-BEAUJOLAIS;M;;
69258;VAUXRENARD;M;;
69261;VERNAY;M;;
69263;VILLECHENEVE;M;;
69265;VILLE-SUR-JARNIOUX;M;;
69267;VILLIE-MORGON;M;;
69269;YZERON;M;;
70001;ABELCOURT;;ZDS;
70002;ABONCOURT-GESINCOURT;;ZDS;
70003;ACHEY;;ZDS;
70004;ADELANS-ET-LE-VAL-DE-BITHAINE;;ZDS;
70005;AILLEVANS;;ZDS;
70006;AILLEVILLERS-ET-LYAUMONT;;ZDS;
70007;AILLONCOURT;;ZDS;
70008;AINVELLE;;ZDS;
70009;AISEY-ET-RICHECOURT;;ZDS;
70010;ALAINCOURT;;ZDS;
70011;AMAGE;M;;
70012;AMANCE;;ZDS;
70013;AMBIEVILLERS;;ZDS;
70014;AMBLANS-ET-VELOTTE;;ZDS;
70015;AMONCOURT;;ZDS;
70016;AMONT-ET-EFFRENEY;M;;
70017;ANCHENONCOURT-ET-CHAZEL;;ZDS;
70018;ANCIER;;ZDS;
70019;ANDELARRE;;ZDS;
70020;ANDELARROT;;ZDS;
70021;ANDORNAY;;ZDS;
70022;ANGIREY;;ZDS;
70023;ANJEUX;;ZDS;
70024;APREMONT;;ZDS;
70025;ARBECEY;;ZDS;
70026;ARC-LES-GRAY;;ZDS;
70027;ARGILLIERES;;ZDS;
70028;AROZ;;ZDS;
70029;ARPENANS;;ZDS;
70030;ARSANS;;ZDS;
70031;ATHESANS-ETROITEFONTAINE;;ZDS;
70032;ATTRICOURT;;ZDS;
70035;AUGICOURT;;ZDS;
70036;AULX-LES-CROMARY;;ZDS;
70037;AUTET;;ZDS;
70038;AUTHOISON;;ZDS;
70039;AUTOREILLE;;ZDS;
70040;AUTREY-LES-CERRE;;ZDS;
70041;AUTREY-LES-GRAY;;ZDS;
70042;AUTREY-LE-VAY;;ZDS;
70043;AUVET-ET-LA-CHAPELOTTE;;ZDS;
70044;AUXON;;ZDS;
70045;AVRIGNEY-VIREY;;ZDS;
70046;LES AYNANS;;ZDS;
70047;BAIGNES;;ZDS;
70048;BARD-LES-PESMES;;ZDS;
70049;BARGES;;ZDS;
70050;LA BARRE;;ZDS;
70051;LA BASSE-VAIVRE;;ZDS;
70052;BASSIGNEY;;ZDS;
70053;LES BATIES;;ZDS;
70054;BATTRANS;;ZDS;
70055;BAUDONCOURT;;ZDS;
70056;BAULAY;;ZDS;
70057;BAY;;ZDS;
70058;BEAUJEU-SAINT-VALLIER-PIERREJUX-ET-QUITTEUR;;ZDS;
70059;BEAUMOTTE-AUBERTANS;;ZDS;
70060;BEAUMOTTE-LES-PIN;;ZDS;
70061;BELFAHY;M;;
70062;BELMONT;;ZDS;
70063;BELONCHAMP;;ZDS;
70064;BELVERNE;;ZDS;
70065;BESNANS;;ZDS;
70066;BETAUCOURT;;ZDS;
70067;BETONCOURT-LES-BROTTE;;ZDS;
70069;BETONCOURT-SAINT-PANCRAS;;ZDS;
70070;BETONCOURT-SUR-MANCE;;ZDS;
70071;BEULOTTE-SAINT-LAURENT;M;;
70072;BEVEUGE;;ZDS;
70074;BLONDEFONTAINE;;ZDS;
70075;BONBOILLON;;ZDS;
70076;BONNEVENT-VELLOREILLE;;ZDS;
70077;BOREY;;ZDS;
70078;BOUGEY;;ZDS;
70079;BOUGNON;;ZDS;
70080;BOUHANS-ET-FEURG;;ZDS;
70081;BOUHANS-LES-LURE;;ZDS;
70082;BOUHANS-LES-MONTBOZON;;ZDS;
70083;BOULIGNEY;;ZDS;
70084;BOULOT;;ZDS;
70085;BOULT;;ZDS;
70086;BOURBEVELLE;;ZDS;
70087;BOURGUIGNON-LES-CONFLANS;;ZDS;
70088;BOURGUIGNON-LES-LA-CHARITE;;ZDS;
70089;BOURGUIGNON-LES-MOREY;;ZDS;
70090;BOURSIERES;;ZDS;
70091;BOUSSERAUCOURT;;ZDS;
70092;BRESILLEY;;ZDS;
70093;BREUCHES;;ZDS;
70094;BREUCHOTTE;;ZDS;
70095;BREUREY-LES-FAVERNEY;;ZDS;
70096;BREVILLIERS;;ZDS;
70097;BRIAUCOURT;;ZDS;
70098;BROTTE-LES-LUXEUIL;;ZDS;
70099;BROTTE-LES-RAY;;ZDS;
70100;BROYE-LES-LOUPS-ET-VERFONTAINE;;ZDS;
70101;BROYE-AUBIGNEY-MONTSEUGNY;;ZDS;
70102;BRUSSEY;;ZDS;
70103;LA BRUYERE;;ZDS;
70104;BUCEY-LES-GY;;ZDS;
70105;BUCEY-LES-TRAVES;;ZDS;
70106;BUFFIGNECOURT;;ZDS;
70107;BUSSIERES;;ZDS;
70109;BUTHIERS;;ZDS;
70111;CALMOUTIER;;ZDS;
70112;CEMBOING;;ZDS;
70113;CENANS;;ZDS;
70114;CENDRECOURT;;ZDS;
70115;CERRE-LES-NOROY;;ZDS;
70116;CHAGEY;;ZDS;
70117;CHALONVILLARS;;ZDS;
70118;CHAMBORNAY-LES-BELLEVAUX;;ZDS;
70119;CHAMBORNAY-LES-PIN;;ZDS;
70120;CHAMPAGNEY;;ZDS;
70121;CHAMPEY;;ZDS;
70122;CHAMPLITTE;;ZDS;
70124;CHAMPTONNAY;;ZDS;
70125;CHAMPVANS;;ZDS;
70126;CHANCEY;;ZDS;
70127;CHANTES;;ZDS;
70128;LA CHAPELLE-LES-LUXEUIL;;ZDS;
70129;LA CHAPELLE-SAINT-QUILLAIN;;ZDS;
70130;CHARCENNE;;ZDS;
70132;CHARGEY-LES-GRAY;;ZDS;
70133;CHARGEY-LES-PORT;;ZDS;
70134;CHARIEZ;;ZDS;
70135;CHARMES-SAINT-VALBERT;;ZDS;
70136;CHARMOILLE;;ZDS;
70137;CHASSEY-LES-MONTBOZON;;ZDS;
70138;CHASSEY-LES-SCEY;;ZDS;
70140;CHATENEY;;ZDS;
70141;CHATENOIS;;ZDS;
70142;CHAUMERCENNE;;ZDS;
70143;CHAUVIREY-LE-CHATEL;;ZDS;
70144;CHAUVIREY-LE-VIEIL;;ZDS;
70145;CHAUX-LA-LOTIERE;;ZDS;
70146;CHAUX-LES-PORT;;ZDS;
70147;CHAVANNE;;ZDS;
70148;CHEMILLY;;ZDS;
70149;CHENEBIER;;ZDS;
70150;CHENEVREY-ET-MOROGNE;;ZDS;
70151;CHEVIGNEY;;ZDS;
70152;CHOYE;;ZDS;
70153;CINTREY;;ZDS;
70154;CIREY;;ZDS;
70155;CITERS;;ZDS;
70156;CITEY;;ZDS;
70157;CLAIREGOUTTE;;ZDS;
70158;CLANS;;ZDS;
70159;COGNIERES;;ZDS;
70160;COISEVAUX;;ZDS;
70162;COLOMBE-LES-VESOUL;;ZDS;
70163;COLOMBIER;;ZDS;
70164;COLOMBOTTE;;ZDS;
70165;COMBEAUFONTAINE;;ZDS;
70166;COMBERJON;;ZDS;
70167;CONFLANDEY;;ZDS;
70168;CONFLANS-SUR-LANTERNE;;ZDS;
70169;CONFRACOURT;;ZDS;
70170;CONTREGLISE;;ZDS;
70171;CORBENAY;;ZDS;
70172;LA CORBIERE;;ZDS;
70174;CORDONNET;;ZDS;
70175;CORNOT;;ZDS;
