CodeCommune;NomCommune;Montagne;ZoneDefavoriseeSimple;ZoneHandicapSpecifique
24266;MENSIGNAC;;ZDS;
24267;MESCOULES;;ZDS;
24268;MEYRALS;;ZDS;
24269;MIALET;;ZDS;
24271;MILHAC-DE-NONTRON;;ZDS;
24272;MINZAC;;ZDS;
24273;MOLIERES;;ZDS;
24274;MONBAZILLAC;;ZDS;
24276;MONESTIER;;ZDS;
24277;MONFAUCON;;ZDS;
24278;MONMADALES;;ZDS;
24279;MONMARVES;;ZDS;
24280;MONPAZIER;;ZDS;
24281;MONSAC;;ZDS;
24282;MONSAGUEL;;ZDS;
24284;MONTAGNAC-D'AUBEROCHE;;ZDS;
24285;MONTAGNAC-LA-CREMPSE;;ZDS;
24286;MONTAGRIER;;ZDS;
24287;MONTAUT;;ZDS;
24288;MONTAZEAU;;ZDS;
24289;MONTCARET;;ZDS;
24290;MONTFERRAND-DU-PERIGORD;;ZDS;
24291;MONTIGNAC;;ZDS;
24292;MONTPEYROUX;;ZDS;
24293;MONPLAISANT;;ZDS;
24294;MONTPON-MENESTEROL;;ZDS;
24295;MONTREM;;ZDS;
24296;MOULEYDIER;;ZDS;
24297;MOULIN-NEUF;;ZDS;
24299;MUSSIDAN;;ZDS;
24300;NABIRAT;;ZDS;
24301;NADAILLAC;;ZDS;
24302;NAILHAC;;ZDS;
24303;NANTEUIL-AURIAC-DE-BOURZAC;;ZDS;
24304;NANTHEUIL;;ZDS;
24305;NANTHIAT;;ZDS;
24306;NASTRINGUES;;ZDS;
24307;NAUSSANNES;;ZDS;
24308;NEGRONDES;;ZDS;
24309;NEUVIC;;ZDS;
24311;NONTRON;;ZDS;
24312;SANILHAC;;ZDS;
24313;ORLIAC;;ZDS;
24314;ORLIAGUET;;ZDS;
24316;PARCOUL-CHENAUD;;ZDS;
24317;PAULIN;;ZDS;
24318;PAUNAT;;ZDS;
24319;PAUSSAC-ET-SAINT-VIVIEN;;ZDS;
24320;PAYZAC;;ZDS;
24321;PAZAYAC;;ZDS;
24322;PERIGUEUX;;ZDS;
24323;PETIT-BERSAC;;ZDS;
24324;PEYRIGNAC;;ZDS;
24325;PEYRILLAC-ET-MILLAC;;ZDS;
24326;PEYZAC-LE-MOUSTIER;;ZDS;
24327;PEZULS;;ZDS;
24328;PIEGUT-PLUVIERS;;ZDS;
24329;LE PIZOU;;ZDS;
24330;PLAZAC;;ZDS;
24331;POMPORT;;ZDS;
24334;PONTOURS;;ZDS;
24335;PORT-SAINTE-FOY-ET-PONCHAPT;;ZDS;
24336;PRATS-DE-CARLUX;;ZDS;
24337;PRATS-DU-PERIGORD;;ZDS;
24338;PRESSIGNAC-VICQ;;ZDS;
24339;PREYSSAC-D'EXCIDEUIL;;ZDS;
24340;PRIGONRIEUX;;ZDS;
24341;PROISSANS;;ZDS;
24345;QUEYSSAC;;ZDS;
24346;QUINSAC;;ZDS;
24347;RAMPIEUX;;ZDS;
24348;RAZAC-D'EYMET;;ZDS;
24349;RAZAC-DE-SAUSSIGNAC;;ZDS;
24350;RAZAC-SUR-L'ISLE;;ZDS;
24351;RIBAGNAC;;ZDS;
24352;RIBERAC;;ZDS;
24353;LA ROCHEBEAUCOURT-ET-ARGENTINE;;ZDS;
24354;LA ROCHE-CHALAIS;;ZDS;
24355;LA ROQUE-GAGEAC;;ZDS;
24356;ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC;;ZDS;
24357;ROUFFIGNAC-DE-SIGOULES;;ZDS;
24359;SADILLAC;;ZDS;
24360;SAGELAT;;ZDS;
24361;SAINT-AGNE;;ZDS;
24362;VAL-DE-LOUYRE-ET-CAUDEAU;;ZDS;
24364;SAINT-AMAND-DE-COLY;;ZDS;
24365;SAINT-AMAND-DE-VERGT;;ZDS;
24366;SAINT-ANDRE-D'ALLAS;;ZDS;
24367;SAINT-ANDRE-DE-DOUBLE;;ZDS;
24370;SAINT-ANTOINE-DE-BREUILH;;ZDS;
24371;SAINT-AQUILIN;;ZDS;
24372;SAINT-ASTIER;;ZDS;
24373;SAINT-AUBIN-DE-CADELECH;;ZDS;
24374;SAINT-AUBIN-DE-LANQUAIS;;ZDS;
24375;SAINT-AUBIN-DE-NABIRAT;;ZDS;
24376;SAINT-AULAYE-PUYMANGOU;;ZDS;
24377;SAINT-AVIT-DE-VIALARD;;ZDS;
24378;SAINT-AVIT-RIVIERE;;ZDS;
24379;SAINT-AVIT-SENIEUR;;ZDS;
24380;SAINT-BARTHELEMY-DE-BELLEGARDE;;ZDS;
24381;SAINT-BARTHELEMY-DE-BUSSIERE;;ZDS;
24382;SAINT-CAPRAISE-DE-LALINDE;;ZDS;
24383;SAINT-CAPRAISE-D'EYMET;;ZDS;
24384;SAINT-CASSIEN;;ZDS;
24385;SAINT-CERNIN-DE-LABARDE;;ZDS;
24386;SAINT-CERNIN-DE-L'HERM;;ZDS;
24388;SAINT-CHAMASSY;;ZDS;
24389;SAINT-CIRQ;;ZDS;
24390;SAINT-CREPIN-D'AUBEROCHE;;ZDS;
24391;SAINT-CREPIN-DE-RICHEMONT;;ZDS;
24392;SAINT-CREPIN-ET-CARLUCET;;ZDS;
24393;SAINTE-CROIX;;ZDS;
24394;SAINTE-CROIX-DE-MAREUIL;;ZDS;
24395;SAINT-CYBRANET;;ZDS;
24396;SAINT-CYPRIEN;;ZDS;
24397;SAINT-CYR-LES-CHAMPAGNES;;ZDS;
24398;SAINT-ESTEPHE;;ZDS;
24399;SAINT-ETIENNE-DE-PUYCORBIER;;ZDS;
24401;SAINTE-EULALIE-D'ANS;;ZDS;
24402;SAINTE-EULALIE-D'EYMET;;ZDS;
24403;SAINT-FELIX-DE-BOURDEILLES;;ZDS;
24404;SAINT-FELIX-DE-REILLAC-ET-MORTEMART;;ZDS;
24405;SAINT-FELIX-DE-VILLADEIX;;ZDS;
24406;SAINTE-FOY-DE-BELVES;;ZDS;
24407;SAINTE-FOY-DE-LONGAS;;ZDS;
24408;SAINT-FRONT-D'ALEMPS;;ZDS;
24409;SAINT-FRONT-DE-PRADOUX;;ZDS;
24410;SAINT-FRONT-LA-RIVIERE;;ZDS;
24411;SAINT-FRONT-SUR-NIZONNE;;ZDS;
24412;SAINT-GENIES;;ZDS;
24413;SAINT-GEORGES-BLANCANEIX;;ZDS;
24414;SAINT-GEORGES-DE-MONTCLARD;;ZDS;
24415;SAINT-GERAUD-DE-CORPS;;ZDS;
24416;SAINT-GERMAIN-DE-BELVES;;ZDS;
24417;SAINT-GERMAIN-DES-PRES;;ZDS;
24418;SAINT-GERMAIN-DU-SALEMBRE;;ZDS;
24419;SAINT-GERMAIN-ET-MONS;;ZDS;
24420;SAINT-GERY;;ZDS;
24421;SAINT-GEYRAC;;ZDS;
24422;SAINT-HILAIRE-D'ESTISSAC;;ZDS;
24423;SAINTE-INNOCENCE;;ZDS;
24424;SAINT-JEAN-D'ATAUX;;ZDS;
24425;SAINT-JEAN-DE-COLE;;ZDS;
24426;SAINT-JEAN-D'ESTISSAC;;ZDS;
24427;SAINT-JEAN-D'EYRAUD;;ZDS;
24428;SAINT-JORY-DE-CHALAIS;;ZDS;
24429;SAINT-JORY-LAS-BLOUX;;ZDS;
24431;SAINT-JULIEN-DE-CREMPSE;;ZDS;
24432;SAINT-JULIEN-DE-LAMPON;;ZDS;
24433;SAINT-JULIEN-D'EYMET;;ZDS;
24434;SAINT-JUST;;ZDS;
24436;SAINT-LAURENT-DES-HOMMES;;ZDS;
24437;SAINT-LAURENT-DES-VIGNES;;ZDS;
24438;SAINT-LAURENT-LA-VALLEE;;ZDS;
24441;SAINT-LEON-D'ISSIGEAC;;ZDS;
24442;SAINT-LEON-SUR-L'ISLE;;ZDS;
24443;SAINT-LEON-SUR-VEZERE;;ZDS;
24444;SAINT-LOUIS-EN-L'ISLE;;ZDS;
24445;SAINT-MARCEL-DU-PERIGORD;;ZDS;
24446;SAINT-MARCORY;;ZDS;
24448;SAINT-MARTIAL-D'ALBAREDE;;ZDS;
24449;SAINT-MARTIAL-D'ARTENSET;;ZDS;
24450;SAINT-MARTIAL-DE-NABIRAT;;ZDS;
24451;SAINT-MARTIAL-DE-VALETTE;;ZDS;
24452;SAINT-MARTIAL-VIVEYROL;;ZDS;
24453;SAINT-MARTIN-DE-FRESSENGEAS;;ZDS;
24454;SAINT-MARTIN-DE-GURSON;;ZDS;
24455;SAINT-MARTIN-DE-RIBERAC;;ZDS;
24456;SAINT-MARTIN-DES-COMBES;;ZDS;
24457;SAINT-MARTIN-L'ASTIER;;ZDS;
24458;SAINT-MARTIN-LE-PIN;;ZDS;
24459;SAINT-MAIME-DE-PEREYROL;;ZDS;
24460;SAINT-MEARD-DE-DRONE;;ZDS;
24461;SAINT-MEARD-DE-GURCON;;ZDS;
24462;SAINT-MEDARD-DE-MUSSIDAN;;ZDS;
24463;SAINT-MEDARD-D'EXCIDEUIL;;ZDS;
24464;SAINT-MESMIN;;ZDS;
24465;SAINT-MICHEL-DE-DOUBLE;;ZDS;
24466;SAINT-MICHEL-DE-MONTAIGNE;;ZDS;
24468;SAINT-MICHEL-DE-VILLADEIX;;ZDS;
24470;SAINTE-MONDANE;;ZDS;
24471;SAINTE-NATHALENE;;ZDS;
24472;SAINT-NEXANS;;ZDS;
24473;SAINTE-ORSE;;ZDS;
24474;SAINT-PANCRACE;;ZDS;
24476;SAINT-PANTALY-D'EXCIDEUIL;;ZDS;
24477;SAINT-PARDOUX-DE-DRONE;;ZDS;
24478;SAINT-PARDOUX-ET-VIELVIC;;ZDS;
24479;SAINT-PARDOUX-LA-RIVIERE;;ZDS;
24480;SAINT-PAUL-DE-SERRE;;ZDS;
24481;SAINT-PAUL-LA-ROCHE;;ZDS;
24482;SAINT-PAUL-LIZONNE;;ZDS;
24483;SAINT-PERDOUX;;ZDS;
24484;SAINT-PIERRE-DE-CHIGNAC;;ZDS;
24485;SAINT-PIERRE-DE-COLE;;ZDS;
24486;SAINT-PIERRE-DE-FRUGIE;;ZDS;
24487;SAINT-PIERRE-D'EYRAUD;;ZDS;
24488;SAINT-POMPONT;;ZDS;
24489;SAINT-PRIEST-LES-FOUGERES;;ZDS;
24490;SAINT-PRIVAT-EN-PERIGORD;;ZDS;
24491;SAINT-RABIER;;ZDS;
24492;SAINTE-RADEGONDE;;ZDS;
24493;SAINT-RAPHAEL;;ZDS;
24494;SAINT-REMY;;ZDS;
24495;SAINT-ROMAIN-DE-MONPAZIER;;ZDS;
24496;SAINT-ROMAIN-ET-SAINT-CLEMENT;;ZDS;
24498;SAINT-SAUD-LACOUSSIERE;;ZDS;
24499;SAINT-SAUVEUR;;ZDS;
24500;SAINT-SAUVEUR-LALANDE;;ZDS;
24501;SAINT-SEURIN-DE-PRATS;;ZDS;
24502;SAINT-SEVERIN-D'ESTISSAC;;ZDS;
24504;SAINT-SULPICE-DE-ROUMAGNAC;;ZDS;
24505;SAINT-SULPICE-D'EXCIDEUIL;;ZDS;
24507;SAINTE-TRIE;;ZDS;
24508;SAINT-VICTOR;;ZDS;
24509;SAINT-VINCENT-DE-CONNEZAC;;ZDS;
24510;SAINT-VINCENT-DE-COSSE;;ZDS;
24511;SAINT-VINCENT-JALMOUTIERS;;ZDS;
24512;SAINT-VINCENT-LE-PALUEL;;ZDS;
24513;SAINT-VINCENT-SUR-L'ISLE;;ZDS;
24514;SAINT-VIVIEN;;ZDS;
24515;SALAGNAC;;ZDS;
24516;SALIGNAC-EYVIGNES;;ZDS;
24517;SALLES-DE-BELVES;;ZDS;
24518;SALON;;ZDS;
24519;SARLANDE;;ZDS;
24520;SARLAT-LA-CANEDA;;ZDS;
24521;SARLIAC-SUR-L'ISLE;;ZDS;
24522;SARRAZAC;;ZDS;
24523;SAUSSIGNAC;;ZDS;
24524;SAVIGNAC-DE-MIREMONT;;ZDS;
24525;SAVIGNAC-DE-NONTRON;;ZDS;
24526;SAVIGNAC-LEDRIER;;ZDS;
24527;SAVIGNAC-LES-EGLISES;;ZDS;
24528;SCEAU-SAINT-ANGEL;;ZDS;
24529;SEGONZAC;;ZDS;
24530;SENCENAC-PUY-DE-FOURCHES;;ZDS;
24531;SERGEAC;;ZDS;
24532;SERRES-ET-MONTGUYARD;;ZDS;
24533;SERVANCHES;;ZDS;
24534;SIGOULES;;ZDS;
24535;SIMEYROLS;;ZDS;
24536;SINGLEYRAC;;ZDS;
24537;SIORAC-DE-RIBERAC;;ZDS;
24538;SIORAC-EN-PERIGORD;;ZDS;
24540;SORGES-ET-LIGUEUX-EN-PERIGORD;;ZDS;
24541;SOUDAT;;ZDS;
24542;SOULAURES;;ZDS;
24543;SOURZAC;;ZDS;
24544;TAMNIES;;ZDS;
24545;TEILLOTS;;ZDS;
24546;TEMPLE-LAGUYON;;ZDS;
24547;TERRASSON-LAVILLEDIEU;;ZDS;
24548;TEYJAT;;ZDS;
24549;THENAC;;ZDS;
24550;THENON;;ZDS;
24551;THIVIERS;;ZDS;
24552;THONAC;;ZDS;
24553;TOCANE-SAINT-APRE;;ZDS;
24554;LA TOUR-BLANCHE-CERCLES;;ZDS;
24555;TOURTOIRAC;;ZDS;
24557;TRELISSAC;;ZDS;
24558;TREMOLAT;;ZDS;
24559;TURSAC;;ZDS;
24560;URVAL;;ZDS;
24561;VALEUIL;;ZDS;
24562;VALLEREUIL;;ZDS;
24563;VALOJOULX;;ZDS;
24564;VANXAINS;;ZDS;
24565;VARAIGNES;;ZDS;
24566;VARENNES;;ZDS;
24567;VAUNAC;;ZDS;
24568;VELINES;;ZDS;
24569;VENDOIRE;;ZDS;
24570;VERDON;;ZDS;
24571;VERGT;;ZDS;
24572;VERGT-DE-BIRON;;ZDS;
24573;VERTEILLAC;;ZDS;
24574;VEYRIGNAC;;ZDS;
24575;VEYRINES-DE-DOMME;;ZDS;
24576;VEYRINES-DE-VERGT;;ZDS;
24577;VEZAC;;ZDS;
24580;VILLAC;;ZDS;
24581;VILLAMBLARD;;ZDS;
24582;VILLARS;;ZDS;
24584;VILLEFRANCHE-DE-LONCHAT;;ZDS;
24585;VILLEFRANCHE-DU-PERIGORD;;ZDS;
24586;VILLETOUREIX;;ZDS;
24587;VITRAC;;ZDS;
25001;ABBANS-DESSOUS;;ZDS;
25002;ABBANS-DESSUS;;ZDS;
25003;ABBENANS;;ZDS;
25004;ABBEVILLERS;M;ZDS;
25005;ACCOLANS;;ZDS;
25006;ADAM-LES-PASSAVANT;;ZDS;
25007;ADAM-LES-VERCEL;M;;
25008;AIBRE;;ZDS;
25009;AISSEY;;ZDS;
25011;ALLENJOIE;;ZDS;
25012;LES ALLIES;M;;
25013;ALLONDANS;;ZDS;
25014;AMAGNEY;;ZDS;
25015;AMANCEY;;ZDS;
25016;AMATHAY-VESIGNEUX;M;;
25017;AMONDANS;;ZDS;
25018;ANTEUIL;M;ZDS;
25019;APPENANS;;ZDS;
25021;ARC-ET-SENANS;;ZDS;
25022;ARCEY;;ZDS;
25024;ARCON;M;;
25025;ARC-SOUS-CICON;M;;
25026;ARC-SOUS-MONTENOT;M;;
25027;ARGUEL;;ZDS;
25029;AUBONNE;M;;
25030;AUDEUX;;ZDS;
25032;AUTECHAUX;;ZDS;
25033;AUTECHAUX-ROIDE;;ZDS;
25035;LES AUXONS;;ZDS;
25036;AVANNE-AVENEY;;ZDS;
25038;AVILLEY;;ZDS;
25039;AVOUDREY;M;;
25041;BANNANS;M;;
25042;LE BARBOUX;M;;
25044;BARTHERANS;;ZDS;
25045;BATTENANS-LES-MINES;;ZDS;
25046;BATTENANS-VARIN;M;;
25047;BAUME-LES-DAMES;;ZDS;
25048;BAVANS;;ZDS;
25049;BELFAYS;M;;
25050;LE BELIEU;M;;
25051;BELLEHERBE;M;;
25052;BELMONT;;ZDS;
25053;BELVOIR;M;;
25054;BERCHE;;ZDS;
25055;BERTHELANGE;;ZDS;
25059;BEUTAL;;ZDS;
25060;BIANS-LES-USIERS;M;;
25061;BIEF;M;;
25062;LE BIZOT;M;;
25063;BLAMONT;;ZDS;
25065;BLARIANS;;ZDS;
25066;BLUSSANGEAUX;;ZDS;
25067;BLUSSANS;;ZDS;
25070;BOLANDOZ;M;;
25071;BONDEVAL;;ZDS;
25072;BONNAL;;ZDS;
25073;BONNAY;;ZDS;
25074;BONNETAGE;M;;
25075;BONNEVAUX;M;;
25077;LA BOSSE;M;;
25078;BOUCLANS;;ZDS;
25079;BOUJAILLES;M;;
25082;BOURGUIGNON;;ZDS;
25083;BOURNOIS;;ZDS;
25084;BOUSSIERES;;ZDS;
25085;BOUVERANS;M;;
25086;BRAILLANS;;ZDS;
25087;BRANNE;;ZDS;
25088;BRECONCHAUX;;ZDS;
25089;BREMONDANS;;ZDS;
25090;BRERES;;ZDS;
25091;LES BRESEUX;M;;
25092;LA BRETENIERE;;ZDS;
25093;BRETIGNEY;;ZDS;
25094;BRETIGNEY-NOTRE-DAME;;ZDS;
25095;BRETONVILLERS;M;;
25096;BREY-ET-MAISON-DU-BOIS;M;;
25097;BROGNARD;;ZDS;
25098;BUFFARD;;ZDS;
25099;BUGNY;M;;
25100;BULLE;M;;
25101;BURGILLE ;;ZDS;
25102;BURNEVILLERS;M;;
25103;BUSY;;ZDS;
25104;BY;;ZDS;
25105;BYANS-SUR-DOUBS;;ZDS;
25106;CADEMENE;;ZDS;
25107;CENDREY;;ZDS;
25108;CERNAY-L'EGLISE;M;;
25109;CESSEY;;ZDS;
25110;CHAFFOIS;M;;
25111;CHALEZE;;ZDS;
25112;CHALEZEULE;;ZDS;
25113;CHAMESEY;M;;
25114;CHAMESOL;M;;
25115;CHAMPAGNEY;;ZDS;
25116;CHAMPLIVE;;ZDS;
25117;CHAMPOUX;;ZDS;
25119;CHAMPVANS-LES-MOULINS;;ZDS;
25120;CHANTRANS;M;;
25121;CHAPELLE-DES-BOIS;M;;
25122;CHAPELLE-D'HUIN;M;;
25124;CHARMAUVILLERS;M;;
25125;CHARMOILLE;M;;
25126;CHARNAY;;ZDS;
25127;CHARQUEMONT;M;;
25129;CHASSAGNE-SAINT-DENIS;;ZDS;
25130;CHATEAUVIEUX-LES-FOSSES;M;;
25131;CHATELBLANC;M;;
25132;CHATILLON-GUYOTTE;;ZDS;
25133;CHATILLON-LE-DUC;;ZDS;
25134;CHATILLON-SUR-LISON;;ZDS;
25136;CHAUCENNE;;ZDS;
25137;CHAUDEFONTAINE;;ZDS;
25138;LES TERRES-DE-CHAUX;M;;
25139;LA CHAUX;M;;
25140;CHAUX-LES-CLERVAL;;ZDS;
25141;CHAUX-LES-PASSAVANT;;ZDS;
25142;CHAUX-NEUVE;M;;
25143;CHAY;;ZDS;
25145;CHAZOT;;ZDS;
25147;CHEMAUDIN ET VAUX;;ZDS;
25148;LA CHENALOTTE;M;;
25149;CHENECEY-BUILLON;;ZDS;
25150;CHEVIGNEY-SUR-L'OGNON;;ZDS;
25151;CHEVIGNEY-LES-VERCEL;M;;
25152;LA CHEVILLOTTE;;ZDS;
25153;CHEVROZ;;ZDS;
25154;CHOUZELOT;;ZDS;
25155;CLERON;;ZDS;
25156;PAYS-DE-CLERVAL;;ZDS;
25157;LA CLUSE-ET-MIJOUX;M;;
25159;COLOMBIER-FONTAINE;;ZDS;
25160;LES COMBES;M;;
25161;CONSOLATION-MAISONNETTES;M;;
25162;CORCELLES-FERRIERES;;ZDS;
25163;CORCELLE-MIESLOT;;ZDS;
25164;CORCONDRAY;;ZDS;
25166;COTEBRUNE;;ZDS;
25171;COURCELLES;;ZDS;
25172;COURCHAPON;;ZDS;
25173;COUR-SAINT-MAURICE;M;;
25174;COURTEFONTAINE;M;;
25175;COURTETAIN-ET-SALANS;;ZDS;
25176;COURVIERES;M;;
25177;CROSEY-LE-GRAND;;ZDS;
25178;CROSEY-LE-PETIT;;ZDS;
25179;LE CROUZET;M;;
25180;CROUZET-MIGETTE;M;;
25181;CUBRIAL;;ZDS;
25182;CUBRY;;ZDS;
25183;CUSANCE;;ZDS;
25184;CUSE-ET-ADRISANS;;ZDS;
25185;CUSSEY-SUR-LISON;;ZDS;
25186;CUSSEY-SUR-L'OGNON;;ZDS;
25187;DAMBELIN;;ZDS;
25188;DAMBENOIS;;ZDS;
25189;DAMMARTIN-LES-TEMPLIERS;;ZDS;
25191;DAMPIERRE-SUR-LE-DOUBS;;ZDS;
25192;DAMPJOUX;;ZDS;
25193;DAMPRICHARD;M;;
25194;DANNEMARIE;M;ZDS;
25195;DANNEMARIE-SUR-CRETE;;ZDS;
25197;DELUZ;;ZDS;
25198;DESANDANS;;ZDS;
25199;DESERVILLERS;M;;
25200;DEVECEY;;ZDS;
25201;DOMMARTIN;M;;
25202;DOMPIERRE-LES-TILLEULS;M;;
25203;DOMPREL;M;;
25204;DOUBS;M;;
25207;DUNG;;ZDS;
25208;DURNES;;ZDS;
25209;ECHAY;;ZDS;
25210;ECHENANS;;ZDS;
25211;ECHEVANNES;M;;
25212;ECOLE-VALENTIN;;ZDS;
25213;LES ECORCES;M;;
25214;ECOT;;ZDS;
25215;L'ECOUVOTTE;;ZDS;
25216;ECURCEY;;ZDS;
25217;EMAGNY;;ZDS;
25218;EPENOUSE;M;;
25219;EPENOY;M;;
25220;EPEUGNEY;;ZDS;
25221;ESNANS;;ZDS;
25222;ETALANS;;ZDS;
25223;ETERNOZ;;ZDS;
25224;ETOUVANS;;ZDS;
25225;ETRABONNE;;ZDS;
25226;ETRAPPE;;ZDS;
25227;ETRAY;M;;
25229;EVILLERS;M;;
25231;EYSSON;M;;
25232;FAIMBE;;ZDS;
25233;FALLERANS;M;;
25234;FERRIERES-LE-LAC;M;;
25235;FERRIERES-LES-BOIS;;ZDS;
25236;FERTANS;;ZDS;
25238;FESSEVILLERS;M;;
25239;FEULE;M;;
25240;LES FINS;M;;
25241;FLAGEY;;ZDS;
25242;FLAGEY-RIGNEY;;ZDS;
25243;FLANGEBOUCHE;M;;
25244;FLEUREY;M;;
25245;FONTAIN;;ZDS;
25246;FONTAINE-LES-CLERVAL;;ZDS;
25247;FONTENELLE-MONTBY;;ZDS;
25248;LES FONTENELLES;M;;
25249;FONTENOTTE;;ZDS;
25250;FOUCHERANS;;ZDS;
25251;FOURBANNE;;ZDS;
25252;FOURCATIER-ET-MAISON-NEUVE;M;;
25253;FOURG;;ZDS;
25254;LES FOURGS;M;;
25255;FOURNET-BLANCHEROCHE;M;;
25256;FRAMBOUHANS;M;;
25257;FRANEY;;ZDS;
25258;FRANOIS;;ZDS;
25259;FRASNE;M;;
25261;FROIDEVAUX;M;;
25262;FUANS;M;;
25263;GELLIN;M;;
25264;GEMONVAL;;ZDS;
25265;GENEUILLE;;ZDS;
25266;GENEY;;ZDS;
25267;GENNES;;ZDS;
25268;GERMEFONTAINE;M;;
25269;GERMONDANS;;ZDS;
25270;GEVRESIN;M;;
25271;GILLEY;M;;
25273;GLAMONDANS;;ZDS;
25274;GLAY;M;;
25275;GLERE;M;;
25276;GONDENANS-MONTBY;;ZDS;
25277;GONDENANS-LES-MOULINS;;ZDS;
25278;GONSANS;;ZDS;
25279;GOUHELANS;;ZDS;
25280;GOUMOIS;M;;
25281;GOUX-LES-DAMBELIN;;ZDS;
25282;GOUX-LES-USIERS;M;;
25283;GOUX-SOUS-LANDET;;ZDS;
25285;GRAND'COMBE-CHATELEU;M;;
25286;GRAND'COMBE-DES-BOIS;M;;
25287;GRANDFONTAINE ;;ZDS;
25288;FOURNETS-LUISANS;M;;
25289;GRANDFONTAINE-SUR-CREUSE;M;;
25290;LA GRANGE;M;;
25293;GRANGES-NARBOZ;M;;
25295;LES GRANGETTES;M;;
25296;LES GRAS;M;;
25297;LE GRATTERIS;;ZDS;
25298;GROSBOIS;;ZDS;
25299;GUILLON-LES-BAINS;;ZDS;
25300;GUYANS-DURNES;;ZDS;
25301;GUYANS-VENNES;M;;
25303;HAUTERIVE-LA-FRESSE;M;;
25305;L'HOPITAL-DU-GROSBOIS;;ZDS;
25306;L'HOPITAL-SAINT-LIEFFROY;;ZDS;
25307;LES HOPITAUX-NEUFS;M;;
25308;LES HOPITAUX-VIEUX;M;;
25309;HOUTAUD;M;;
25310;HUANNE-MONTMARTIN;;ZDS;
25311;HYEMONDANS;;ZDS;
25312;HYEVRE-MAGNY;;ZDS;
25313;HYEVRE-PAROISSE;;ZDS;
25314;INDEVILLERS;M;;
25315;L'ISLE-SUR-LE-DOUBS;;ZDS;
25316;ISSANS;;ZDS;
25317;JALLERANGE;;ZDS;
25318;JOUGNE;M;;
25320;LABERGEMENT-SAINTE-MARIE;M;;
25321;VILLERS-LE-LAC;M;;
25322;LAIRE;;ZDS;
25323;LAISSEY;;ZDS;
25324;LANANS;;ZDS;
25325;LANDRESSE;M;;
25326;LANTENNE-VERTIERE;;ZDS;
25327;LANTHENANS;;ZDS;
25328;LARNOD;;ZDS;
25329;LAVAL-LE-PRIEURE;M;;
25330;LAVANS-QUINGEY;;ZDS;
25331;LAVANS-VUILLAFANS;M;;
25332;LAVERNAY;;ZDS;
25333;LAVIRON;M;;
25334;LEVIER;M;;
25335;LIEBVILLERS;M;;
25336;LIESLE;;ZDS;
25338;LIZINE;;ZDS;
25339;LODS;M;;
25340;LOMBARD;;ZDS;
25341;LOMONT-SUR-CRETE;;ZDS;
25342;LONGECHAUX;M;;
25343;LONGEMAISON;M;;
25344;LONGEVELLE-LES-RUSSEY;M;;
25345;LONGEVELLE-SUR-DOUBS;;ZDS;
25346;LONGEVILLE;M;;
25347;LA LONGEVILLE;M;;
25348;LONGEVILLES-MONT-D'OR;M;;
25349;LORAY;M;;
25350;LOUGRES;;ZDS;
25351;LE LUHIER;M;;
25354;LUXIOL;;ZDS;
25355;MAGNY-CHATELARD;;ZDS;
25356;MAICHE;M;;
25357;MAISONS-DU-BOIS-LIEVREMONT;M;;
25359;MALANS;;ZDS;
25360;MALBRANS;;ZDS;
25361;MALBUISSON;M;;
25362;MALPAS;M;;
25364;MAMIROLLE;;ZDS;
25365;MANCENANS;;ZDS;
25366;MANCENANS-LIZERNE;M;;
25368;MARCHAUX;;ZDS;
25369;MARVELISE;;ZDS;
25370;MATHAY;;ZDS;
25371;MAZEROLLES-LE-SALIN;;ZDS;
25372;MEDIERE;;ZDS;
25373;LE MEMONT;M;;
25374;MERCEY-LE-GRAND;;ZDS;
25375;MEREY-SOUS-MONTROND;;ZDS;
25376;MEREY-VIEILLEY;;ZDS;
25377;MESANDANS;;ZDS;
25378;MESLIERES;;ZDS;
25379;MESMAY;;ZDS;
25380;METABIEF;M;;
25381;MISEREY-SALINES;;ZDS;
25382;MONCEY;;ZDS;
25383;MONCLEY;;ZDS;
25384;MONDON;;ZDS;
25385;MONTAGNEY-SERVIGNEY;;ZDS;
25386;MONTANCY;M;;
25387;MONTANDON;M;;
25389;MONTBELIARDOT;M;;
25390;MONTBENOIT;M;;
25391;MONT-DE-LAVAL;M;;
25392;MONT-DE-VOUGNEY;M;;
25393;MONTECHEROUX;M;;
25394;MONTENOIS;;ZDS;
25395;MONTFAUCON;;ZDS;
25397;MONTFERRAND-LE-CHATEAU;;ZDS;
25398;MONTFLOVIN;M;;
25400;MONTGESOYE;;ZDS;
25401;MONTIVERNAGE;;ZDS;
25402;MONTJOIE-LE-CHATEAU;M;;
25403;MONTLEBON;M;;
25404;MONTMAHOUX;M;;
25405;MONTPERREUX;M;;
25406;MONTROND-LE-CHATEAU;;ZDS;
25408;MONTUSSAINT;;ZDS;
25410;MORRE;;ZDS;
25411;MORTEAU;M;;
25413;MOUTHE;M;;
25414;LE MOUTHEROT;;ZDS;
25415;MOUTHIER-HAUTE-PIERRE;M;;
25416;MYON;;ZDS;
25417;NAISEY-LES-GRANGES;;ZDS;
25418;NANCRAY;;ZDS;
25419;NANS;;ZDS;
25420;NANS-SOUS-SAINTE-ANNE;M;;
25421;NARBIEF;M;;
